年度,区分１,区分２,区分３,区分順序１,区分順序２,区分順序３,決算額（千円）,決算額（億円）
2020,教育費,保健体育費,学校給食費,11,8,2,"4,075,534",41
2020,教育費,大学費,大学費,11,9,1,"23,979,008",240
2020,教育費,特殊学校費,特殊学校費,11,10,1,0,0
2020,災害復旧費,農林水産施設,農地,12,1,1,0,0
2020,災害復旧費,農林水産施設,農業用施設,12,1,2,"323,925",3
2020,災害復旧費,農林水産施設,林業用施設,12,1,3,"1,634,961",16
2020,災害復旧費,農林水産施設,漁業用施設,12,1,4,0,0
2020,災害復旧費,農林水産施設,共同利用施設,12,1,5,0,0
2020,災害復旧費,農林水産施設,その他,12,1,6,0,0
2020,災害復旧費,農林水産施設,農林水産施設,12,1,7,0,0
2020,災害復旧費,公共土木施設,河川,12,2,1,"249,993",2
2020,災害復旧費,公共土木施設,海岸,12,2,2,0,0
2020,災害復旧費,公共土木施設,道路,12,2,3,"358,508",4
2020,災害復旧費,公共土木施設,港湾,12,2,4,"334,520",3
2020,災害復旧費,公共土木施設,漁港,12,2,5,"526,288",5
2020,災害復旧費,公共土木施設,下水道,12,2,6,0,0
2020,災害復旧費,公共土木施設,公園,12,2,7,0,0
2020,災害復旧費,公共土木施設,その他,12,2,8,0,0
2020,災害復旧費,公共土木施設,公共土木施設,12,2,9,0,0
2020,災害復旧費,その他,公立学校,12,3,1,0,0
2020,災害復旧費,その他,公営住宅,12,3,2,0,0
2020,災害復旧費,その他,社会福祉施設,12,3,3,0,0
2020,災害復旧費,その他,その他,12,3,4,0,0
2020,公債費,公債費,公債費,13,1,1,"388,165,171","3,882"
2020,諸支出金,普通財産取得費,普通財産取得費,14,1,1,0,0
2020,諸支出金,公営企業費,公営企業費,14,2,1,"28,663,279",287
2020,前年度繰上充用金,前年度繰上充用金,前年度繰上充用金,15,1,1,0,0
2020,利子割交付金,利子割交付金,利子割交付金,16,1,1,"4,106,531",41
2020,配当割交付金,配当割交付金,配当割交付金,17,1,1,"19,885,040",199
2020,株式等譲渡所得割交付金,株式等譲渡所得割交付金,株式等譲渡所得割交付金,18,1,1,"23,209,102",232
2020,地方消費税交付金,地方消費税交付金,地方消費税交付金,19,1,1,"322,231,213","3,222"
2020,ゴルフ場利用税交付金,ゴルフ場利用税交付金,ゴルフ場利用税交付金,20,1,1,"384,602",4
2020,特別地方消費税交付金,特別地方消費税交付金,特別地方消費税交付金,21,1,1,0,0
2020,自動車取得税交付金,自動車取得税交付金,自動車取得税交付金,22,1,1,"1,878",0
2020,軽油引取税交付金,軽油引取税交付金,軽油引取税交付金,23,1,1,0,0
2020,特別区財政調整交付金,特別区財政調整交付金,特別区財政調整交付金,24,1,1,"987,395,908","9,874"
2020,分離課税所得割交付金,分離課税所得割交付金,分離課税所得割交付金,25,1,1,0,0
2020,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,26,1,1,0,0
2020,自動車税環境性能割交付金,自動車税環境性能割交付金,自動車税環境性能割交付金,27,1,1,"3,710,782",37
2020,法人事業税交付金,法人事業税交付金,法人事業税交付金,28,1,1,"2,978,661",30
2021,議会費,議会費,議会費,1,1,1,"5,145,977",51
2021,総務費,総務管理費,総務管理費,2,1,1,"352,844,551","3,528"
2021,総務費,企画費,企画費,2,2,1,"7,305,889",73
2021,総務費,徴税費,徴税費,2,3,1,"71,772,698",718
2021,総務費,市町村振興費,市町村振興費,2,4,1,"126,404,633","1,264"
2021,総務費,選挙費,選挙費,2,5,1,"11,941,204",119
2021,総務費,防災費,防災費,2,6,1,"13,497,563",135
2021,総務費,統計調査費,統計調査費,2,7,1,"2,286,930",23
2021,総務費,人事委員会費,人事委員会費,2,8,1,"823,049",8
2021,総務費,監査委員費,監査委員費,2,9,1,"946,848",9
2021,民生費,社会福祉費,社会福祉費,3,1,1,"480,100,664","4,801"
2021,民生費,老人福祉費,老人福祉費,3,2,1,"373,320,794","3,733"
2021,民生費,児童福祉費,児童福祉費,3,3,1,"377,104,701","3,771"
2021,民生費,生活保護費,生活保護費,3,4,1,"22,545,443",225
2021,民生費,災害救助費,災害救助費,3,5,1,"1,104,247",11
2021,衛生費,公衆衛生費,公衆衛生費,4,1,1,"546,032,199","5,460"
2021,衛生費,結核対策費,結核対策費,4,2,1,"313,109",3
2021,衛生費,精神衛生費,精神衛生費,4,3,1,"6,511,831",65
2021,衛生費,環境衛生費,環境衛生費,4,4,1,"58,684,548",587
2021,衛生費,清掃費,清掃費,4,5,1,"23,451,069",235
2021,衛生費,保健所費,保健所費,4,6,1,"5,353,826",54
2021,衛生費,医薬費,医薬費,4,7,1,"58,241,792",582
2021,労働費,労政費,労政費,5,1,1,"38,875,977",389
2021,労働費,職業訓練費,職業訓練費,5,2,1,"13,080,259",131
2021,労働費,失業対策費,失業対策費,5,3,1,0,0
2021,労働費,労働委員会費,労働委員会費,5,4,1,"620,910",6
2021,農林水産業費,農業費,農業費,6,1,1,"4,575,673",46
2021,農林水産業費,畜産業費,畜産業費,6,2,1,"1,043,779",10
2021,農林水産業費,農地費,農地費,6,3,1,"1,796,385",18
2021,農林水産業費,林業費,林業費,6,4,1,"4,368,229",44
2021,農林水産業費,水産業費,水産業費,6,5,1,"8,112,737",81
2021,商工費,商業費,商業費,7,1,1,"1,948,660,450","19,487"
2021,商工費,工鉱業費,工鉱業費,7,2,1,"127,883,189","1,279"
2021,商工費,観光費,観光費,7,3,1,"22,437,062",224
2021,土木費,土木管理費,土木管理費,8,1,1,"17,495,970",175
2021,土木費,道路橋りょう費,道路橋りょう費,8,2,1,"132,305,687","1,323"
2021,土木費,河川海岸費,河川海岸費,8,3,1,"60,953,523",610
2021,土木費,港湾費,港湾費,8,4,1,"45,317,973",453
2021,土木費,都市計画費,街路費,8,5,1,"130,353,267","1,304"
2021,土木費,都市計画費,公園費,8,5,2,"45,998,252",460
2021,土木費,都市計画費,下水道費,8,5,3,"126,775,031","1,268"
2021,土木費,都市計画費,区画整理費,8,5,4,"81,305,076",813
2021,土木費,住宅費,住宅費,8,6,1,"114,596,215","1,146"
2021,土木費,空港費,空港費,8,7,1,"3,628,142",36
2021,警察費,警察費,警察費,9,1,1,"619,452,733","6,195"
2021,消防費,消防費,消防費,10,1,1,"230,441,696","2,304"
2021,教育費,教育総務費,教育総務費,11,1,1,"284,514,830","2,845"
2021,教育費,小学校費,小学校費,11,2,1,"308,260,990","3,083"
2021,教育費,中学校費,中学校費,11,3,1,"148,661,897","1,487"
2021,教育費,高等学校費,高等学校費,11,4,1,"162,375,643","1,624"
2021,教育費,特別支援学校費,特別支援学校費,11,5,1,"93,770,128",938
2021,教育費,幼稚園費,幼稚園費,11,6,1,"182,912",2
2021,教育費,社会教育費,社会教育費,11,7,1,"8,296,717",83
2021,教育費,保健体育費,体育施設費,11,8,1,"303,701,360","3,037"
2021,教育費,保健体育費,学校給食費,11,8,2,"3,274,341",33
2021,教育費,大学費,大学費,11,9,1,"23,334,626",233
2021,災害復旧費,農林水産施設,農地,12,1,1,0,0
2021,災害復旧費,農林水産施設,農業用施設,12,1,2,"467,392",5
2021,災害復旧費,農林水産施設,林業用施設,12,1,3,"1,890,484",19
2021,災害復旧費,農林水産施設,漁業用施設,12,1,4,0,0
2021,災害復旧費,農林水産施設,共同利用施設,12,1,5,0,0
2021,災害復旧費,農林水産施設,その他,12,1,6,0,0
2021,災害復旧費,公共土木施設,河川,12,2,1,0,0
2021,災害復旧費,公共土木施設,海岸,12,2,2,0,0
2021,災害復旧費,公共土木施設,道路,12,2,3,0,0
2021,災害復旧費,公共土木施設,港湾,12,2,4,"802,743",8
2021,災害復旧費,公共土木施設,漁港,12,2,5,0,0
2021,災害復旧費,公共土木施設,下水道,12,2,6,0,0
2021,災害復旧費,公共土木施設,公園,12,2,7,0,0
2021,災害復旧費,公共土木施設,その他,12,2,8,0,0
2021,災害復旧費,その他,公立学校,12,3,1,0,0
2021,災害復旧費,その他,公営住宅,12,3,2,0,0
2021,災害復旧費,その他,社会福祉施設,12,3,3,0,0
2021,災害復旧費,その他,その他,12,3,4,0,0
2021,公債費,公債費,公債費,13,1,1,"367,064,894","3,671"
2021,諸支出金,普通財産取得費,普通財産取得費,14,1,1,0,0
2021,諸支出金,公営企業費,公営企業費,14,2,1,"33,267,196",333
2021,前年度繰上充用金,前年度繰上充用金,前年度繰上充用金,15,1,1,0,0
2021,利子割交付金,利子割交付金,利子割交付金,16,1,1,"3,852,075",39
2021,配当割交付金,配当割交付金,配当割交付金,17,1,1,"27,717,423",277
2021,株式等譲渡所得割交付金,株式等譲渡所得割交付金,株式等譲渡所得割交付金,18,1,1,"33,935,588",339
2021,地方消費税交付金,地方消費税交付金,地方消費税交付金,19,1,1,"352,946,572","3,529"
2021,ゴルフ場利用税交付金,ゴルフ場利用税交付金,ゴルフ場利用税交付金,20,1,1,"449,521",4
2021,特別地方消費税交付金,特別地方消費税交付金,特別地方消費税交付金,21,1,1,0,0
2021,自動車取得税交付金,自動車取得税交付金,自動車取得税交付金,22,1,1,51,0
2021,軽油引取税交付金,軽油引取税交付金,軽油引取税交付金,23,1,1,0,0
2021,特別区財政調整交付金,特別区財政調整交付金,特別区財政調整交付金,24,1,1,"1,091,570,668","10,916"
2021,分離課税所得割交付金,分離課税所得割交付金,分離課税所得割交付金,25,1,1,0,0
2021,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,26,1,1,0,0
2021,自動車税環境性能割交付金,自動車税環境性能割交付金,自動車税環境性能割交付金,27,1,1,"4,770,336",48
2021,法人事業税交付金,法人事業税交付金,法人事業税交付金,28,1,1,"8,544,311",85
2022,議会費,議会費,議会費,1,1,1,"5,007,912",50
2022,総務費,総務管理費,総務管理費,2,1,1,"834,625,355","8,346"
2022,総務費,企画費,企画費,2,2,1,"8,929,251",89
2022,総務費,徴税費,徴税費,2,3,1,"77,872,355",779
2022,総務費,市町村振興費,市町村振興費,2,4,1,"146,976,958","1,470"
2022,総務費,選挙費,選挙費,2,5,1,"6,577,480",66
2022,総務費,防災費,防災費,2,6,1,"13,046,514",130
2022,総務費,統計調査費,統計調査費,2,7,1,"1,601,285",16
2022,総務費,人事委員会費,人事委員会費,2,8,1,"876,373",9
2022,総務費,監査委員費,監査委員費,2,9,1,"929,146",9
2022,民生費,社会福祉費,社会福祉費,3,1,1,"443,078,880","4,431"
2022,民生費,老人福祉費,老人福祉費,3,2,1,"388,627,413","3,886"
2022,民生費,児童福祉費,児童福祉費,3,3,1,"390,204,017","3,902"
2022,民生費,生活保護費,生活保護費,3,4,1,"21,424,795",214
2022,民生費,災害救助費,災害救助費,3,5,1,"1,407,654",14
2022,衛生費,公衆衛生費,公衆衛生費,4,1,1,"668,691,717","6,687"
2022,衛生費,結核対策費,結核対策費,4,2,1,"314,863",3
2022,衛生費,精神衛生費,精神衛生費,4,3,1,"6,837,595",68
2022,衛生費,環境衛生費,環境衛生費,4,4,1,"374,008,247","3,740"
2022,衛生費,清掃費,清掃費,4,5,1,"23,260,319",233
2022,衛生費,保健所費,保健所費,4,6,1,"5,926,554",59
2022,衛生費,医薬費,医薬費,4,7,1,"100,164,009","1,002"
2022,労働費,労政費,労政費,5,1,1,"31,502,504",315
2022,労働費,職業訓練費,職業訓練費,5,2,1,"13,448,711",134
2022,労働費,失業対策費,失業対策費,5,3,1,0,0
2022,労働費,労働委員会費,労働委員会費,5,4,1,"645,719",6
2022,農林水産業費,農業費,農業費,6,1,1,"5,719,669",57
2022,農林水産業費,畜産業費,畜産業費,6,2,1,"1,400,601",14
2022,農林水産業費,農地費,農地費,6,3,1,"2,941,178",29
2022,農林水産業費,林業費,林業費,6,4,1,"8,697,434",87
2022,農林水産業費,水産業費,水産業費,6,5,1,"7,693,702",77
2022,商工費,商業費,商業費,7,1,1,"541,759,532","5,418"
2022,商工費,工鉱業費,工鉱業費,7,2,1,"155,300,706","1,553"
2022,商工費,観光費,観光費,7,3,1,"77,816,104",778
2022,土木費,土木管理費,土木管理費,8,1,1,"18,649,369",186
2022,土木費,道路橋りょう費,道路橋りょう費,8,2,1,"142,943,566","1,429"
2022,土木費,河川海岸費,河川海岸費,8,3,1,"52,702,577",527
2022,土木費,港湾費,港湾費,8,4,1,"47,625,986",476
2022,土木費,都市計画費,街路費,8,5,1,"133,501,100","1,335"
2022,土木費,都市計画費,公園費,8,5,2,"63,252,989",633
2022,土木費,都市計画費,下水道費,8,5,3,"147,141,577","1,471"
2022,土木費,都市計画費,区画整理費,8,5,4,"86,238,033",862
2022,土木費,住宅費,住宅費,8,6,1,"114,459,226","1,145"
2022,土木費,空港費,空港費,8,7,1,"3,044,724",30
2022,警察費,警察費,警察費,9,1,1,"629,478,667","6,295"
2022,消防費,消防費,消防費,10,1,1,"234,801,616","2,348"
2022,教育費,教育総務費,教育総務費,11,1,1,"300,516,934","3,005"
2022,教育費,小学校費,小学校費,11,2,1,"312,243,960","3,122"
2022,教育費,中学校費,中学校費,11,3,1,"149,622,604","1,496"
2022,教育費,高等学校費,高等学校費,11,4,1,"160,537,486","1,605"
2022,教育費,特別支援学校費,特別支援学校費,11,5,1,"97,436,404",974
2022,教育費,幼稚園費,幼稚園費,11,6,1,"233,094",2
2022,教育費,社会教育費,社会教育費,11,7,1,"9,102,424",91
2022,教育費,保健体育費,体育施設費,11,8,1,"64,263,896",643
2022,教育費,保健体育費,学校給食費,11,8,2,"3,454,538",35
2022,教育費,大学費,大学費,11,9,1,"26,402,315",264
2022,災害復旧費,農林水産施設,農地,12,1,1,0,0
2022,災害復旧費,農林水産施設,農業用施設,12,1,2,"172,193",2
2022,災害復旧費,農林水産施設,林業用施設,12,1,3,"1,692,017",17
2022,災害復旧費,農林水産施設,漁業用施設,12,1,4,0,0
2022,災害復旧費,農林水産施設,共同利用施設,12,1,5,0,0
2022,災害復旧費,農林水産施設,その他,12,1,6,0,0
2022,災害復旧費,公共土木施設,河川,12,2,1,0,0
2022,災害復旧費,公共土木施設,海岸,12,2,2,0,0
2022,災害復旧費,公共土木施設,道路,12,2,3,0,0
2022,災害復旧費,公共土木施設,港湾,12,2,4,0,0
2022,災害復旧費,公共土木施設,漁港,12,2,5,0,0
2022,災害復旧費,公共土木施設,下水道,12,2,6,0,0
2022,災害復旧費,公共土木施設,公園,12,2,7,0,0
2022,災害復旧費,公共土木施設,その他,12,2,8,0,0
2022,災害復旧費,その他,公立学校,12,3,1,0,0
2022,災害復旧費,その他,公営住宅,12,3,2,0,0
2022,災害復旧費,その他,社会福祉施設,12,3,3,0,0
2022,災害復旧費,その他,その他,12,3,4,0,0
2022,公債費,公債費,公債費,13,1,1,"385,258,915","3,853"
2022,諸支出金,普通財産取得費,普通財産取得費,14,1,1,0,0
2022,諸支出金,公営企業費,公営企業費,14,2,1,"28,988,644",290
2022,前年度繰上充用金,前年度繰上充用金,前年度繰上充用金,15,1,1,0,0
2022,利子割交付金,利子割交付金,利子割交付金,16,1,1,"5,099,705",51
2022,配当割交付金,配当割交付金,配当割交付金,17,1,1,"27,167,433",272
2022,株式等譲渡所得割交付金,株式等譲渡所得割交付金,株式等譲渡所得割交付金,18,1,1,"20,897,510",209
2022,地方消費税交付金,地方消費税交付金,地方消費税交付金,19,1,1,"374,143,444","3,741"
2022,ゴルフ場利用税交付金,ゴルフ場利用税交付金,ゴルフ場利用税交付金,20,1,1,"464,005",5
2022,特別地方消費税交付金,特別地方消費税交付金,特別地方消費税交付金,21,1,1,0,0
2022,自動車取得税交付金,自動車取得税交付金,自動車取得税交付金,22,1,1,955,0
2022,軽油引取税交付金,軽油引取税交付金,軽油引取税交付金,23,1,1,0,0
2022,特別区財政調整交付金,特別区財政調整交付金,特別区財政調整交付金,24,1,1,"1,160,370,493","11,604"
2022,分離課税所得割交付金,分離課税所得割交付金,分離課税所得割交付金,25,1,1,0,0
2022,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,26,1,1,0,0
2022,自動車税環境性能割交付金,自動車税環境性能割交付金,自動車税環境性能割交付金,27,1,1,"5,578,291",56
2022,法人事業税交付金,法人事業税交付金,法人事業税交付金,28,1,1,"13,512,916",135
2023,議会費,議会費,議会費,1,1,1,"4,683,557",47
2023,総務費,総務管理費,総務管理費,2,1,1,"543,805,100","5,438"
2023,総務費,企画費,企画費,2,2,1,"8,621,479",86
2023,総務費,徴税費,徴税費,2,3,1,"76,512,238",765
2023,総務費,市町村振興費,市町村振興費,2,4,1,"225,104,048","2,251"
2023,総務費,選挙費,選挙費,2,5,1,"743,355",7
2023,総務費,防災費,防災費,2,6,1,"19,094,749",191
2023,総務費,統計調査費,統計調査費,2,7,1,"1,894,048",19
2023,総務費,人事委員会費,人事委員会費,2,8,1,"852,501",9
2023,総務費,監査委員費,監査委員費,2,9,1,"791,438",8
2023,民生費,社会福祉費,社会福祉費,3,1,1,"454,994,542","4,550"
2023,民生費,老人福祉費,老人福祉費,3,2,1,"391,237,595","3,912"
2023,民生費,児童福祉費,児童福祉費,3,3,1,"519,775,723","5,198"
2023,民生費,生活保護費,生活保護費,3,4,1,"20,527,104",205
2023,民生費,災害救助費,災害救助費,3,5,1,"932,717",9
2023,衛生費,公衆衛生費,公衆衛生費,4,1,1,"194,273,612","1,943"
2023,衛生費,結核対策費,結核対策費,4,2,1,"357,549",4
2023,衛生費,精神衛生費,精神衛生費,4,3,1,"7,238,561",72
2023,衛生費,環境衛生費,環境衛生費,4,4,1,"302,508,759","3,025"
2023,衛生費,清掃費,清掃費,4,5,1,"21,655,033",217
2023,衛生費,保健所費,保健所費,4,6,1,"5,012,450",50
2023,衛生費,医薬費,医薬費,4,7,1,"106,767,250","1,068"
2023,労働費,労政費,労政費,5,1,1,"43,583,557",436
2023,労働費,職業訓練費,職業訓練費,5,2,1,"15,810,872",158
2023,労働費,失業対策費,失業対策費,5,3,1,0,0
2023,労働費,労働委員会費,労働委員会費,5,4,1,"584,918",6
2023,農林水産業費,農業費,農業費,6,1,1,"6,405,394",64
2023,農林水産業費,畜産業費,畜産業費,6,2,1,"983,707",10
2023,農林水産業費,農地費,農地費,6,3,1,"3,607,027",36
2023,農林水産業費,林業費,林業費,6,4,1,"7,132,837",71
2023,農林水産業費,水産業費,水産業費,6,5,1,"9,805,361",98
2023,商工費,商業費,商業費,7,1,1,"300,063,568","3,001"
2023,商工費,工鉱業費,工鉱業費,7,2,1,"153,163,218","1,532"
2023,商工費,観光費,観光費,7,3,1,"29,279,605",293
2023,土木費,土木管理費,土木管理費,8,1,1,"18,241,862",182
2023,土木費,道路橋りょう費,道路橋りょう費,8,2,1,"159,356,894","1,594"
2023,土木費,河川海岸費,河川海岸費,8,3,1,"53,515,509",535
2023,土木費,港湾費,港湾費,8,4,1,"51,427,999",514
2023,土木費,都市計画費,街路費,8,5,1,"125,479,676","1,255"
2023,土木費,都市計画費,公園費,8,5,2,"55,769,853",558
2023,土木費,都市計画費,下水道費,8,5,3,"155,102,479","1,551"
2023,土木費,都市計画費,区画整理費,8,5,4,"78,430,606",784
2023,土木費,住宅費,住宅費,8,6,1,"116,225,539","1,162"
2023,土木費,空港費,空港費,8,7,1,"3,561,628",36
2023,警察費,警察費,警察費,9,1,1,"634,387,121","6,344"
2023,消防費,消防費,消防費,10,1,1,"245,266,086","2,453"
2023,教育費,教育総務費,教育総務費,11,1,1,"288,668,671","2,887"
2023,教育費,小学校費,小学校費,11,2,1,"320,311,938","3,203"
2023,教育費,中学校費,中学校費,11,3,1,"151,211,977","1,512"
2023,教育費,高等学校費,高等学校費,11,4,1,"160,509,148","1,605"
2023,教育費,特別支援学校費,特別支援学校費,11,5,1,"102,566,746","1,026"
2023,教育費,幼稚園費,幼稚園費,11,6,1,"196,094",2
2023,教育費,社会教育費,社会教育費,11,7,1,"9,316,023",93
2023,教育費,保健体育費,体育施設費,11,8,1,"26,102,682",261
2023,教育費,保健体育費,学校給食費,11,8,2,"3,653,812",37
2023,教育費,大学費,大学費,11,9,1,"23,496,188",235
2023,災害復旧費,農林水産施設,農地,12,1,1,0,0
2023,災害復旧費,農林水産施設,農業用施設,12,1,2,"119,643",1
2023,災害復旧費,農林水産施設,林業用施設,12,1,3,"1,572,011",16
2023,災害復旧費,農林水産施設,漁業用施設,12,1,4,0,0
2023,災害復旧費,農林水産施設,共同利用施設,12,1,5,0,0
2023,災害復旧費,農林水産施設,その他,12,1,6,0,0
2023,災害復旧費,公共土木施設,河川,12,2,1,0,0
2023,災害復旧費,公共土木施設,海岸,12,2,2,0,0
2023,災害復旧費,公共土木施設,道路,12,2,3,0,0
2023,災害復旧費,公共土木施設,港湾,12,2,4,0,0
2023,災害復旧費,公共土木施設,漁港,12,2,5,0,0
2023,災害復旧費,公共土木施設,下水道,12,2,6,0,0
2023,災害復旧費,公共土木施設,公園,12,2,7,0,0
2023,災害復旧費,公共土木施設,その他,12,2,8,0,0
2023,災害復旧費,その他,公立学校,12,3,1,0,0
2023,災害復旧費,その他,公営住宅,12,3,2,0,0
2023,災害復旧費,その他,社会福祉施設,12,3,3,0,0
2023,災害復旧費,その他,その他,12,3,4,0,0
2023,公債費,公債費,公債費,13,1,1,"380,771,329","3,808"
2023,諸支出金,普通財産取得費,普通財産取得費,14,1,1,0,0
2023,諸支出金,公営企業費,公営企業費,14,2,1,"33,080,337",331
2023,前年度繰上充用金,前年度繰上充用金,前年度繰上充用金,15,1,1,0,0
2023,利子割交付金,利子割交付金,利子割交付金,16,1,1,"5,987,278",60
2023,配当割交付金,配当割交付金,配当割交付金,17,1,1,"31,868,093",319
2023,株式等譲渡所得割交付金,株式等譲渡所得割交付金,株式等譲渡所得割交付金,18,1,1,"34,266,322",343
2023,地方消費税交付金,地方消費税交付金,地方消費税交付金,19,1,1,"371,743,682","3,717"
2023,ゴルフ場利用税交付金,ゴルフ場利用税交付金,ゴルフ場利用税交付金,20,1,1,"462,457",5
2023,特別地方消費税交付金,特別地方消費税交付金,特別地方消費税交付金,21,1,1,0,0
2023,自動車取得税交付金,自動車取得税交付金,自動車取得税交付金,22,1,1,"163,653",2
2023,軽油引取税交付金,軽油引取税交付金,軽油引取税交付金,23,1,1,0,0
2023,特別区財政調整交付金,特別区財政調整交付金,特別区財政調整交付金,24,1,1,"1,209,548,963","12,095"
2023,分離課税所得割交付金,分離課税所得割交付金,分離課税所得割交付金,25,1,1,0,0
2023,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,道府県民税所得割臨時交付金,26,1,1,0,0
2023,自動車税環境性能割交付金,自動車税環境性能割交付金,自動車税環境性能割交付金,27,1,1,"6,123,309",61
2023,法人事業税交付金,法人事業税交付金,法人事業税交付金,28,1,1,"16,976,627",170
2024,議会費,議会費,議会費,1,1,1,"4,802,994",48
2024,総務費,総務管理費,総務管理費,2,1,1,"573,929,904","5,739"
2024,総務費,企画費,企画費,2,2,1,"14,477,203",145
2024,総務費,徴税費,徴税費,2,3,1,"85,635,492",856
2024,総務費,市町村振興費,市町村振興費,2,4,1,"225,233,897","2,252"
2024,総務費,選挙費,選挙費,2,5,1,"16,586,167",166
2024,総務費,防災費,防災費,2,6,1,"15,542,939",155
2024,総務費,統計調査費,統計調査費,2,7,1,"1,560,869",16
2024,総務費,人事委員会費,人事委員会費,2,8,1,"928,252",9
2024,総務費,監査委員費,監査委員費,2,9,1,"798,618",8
2024,民生費,社会福祉費,社会福祉費,3,1,1,"393,822,622","3,938"
2024,民生費,老人福祉費,老人福祉費,3,2,1,"409,101,357","4,091"
2024,民生費,児童福祉費,児童福祉費,3,3,1,"563,958,931","5,640"
2024,民生費,生活保護費,生活保護費,3,4,1,"20,600,254",206
2024,民生費,災害救助費,災害救助費,3,5,1,"1,506,283",15
2024,衛生費,公衆衛生費,公衆衛生費,4,1,1,"83,497,559",835
2024,衛生費,結核対策費,結核対策費,4,2,1,"388,882",4
2024,衛生費,精神衛生費,精神衛生費,4,3,1,"7,751,307",78
2024,衛生費,環境衛生費,環境衛生費,4,4,1,"230,507,631","2,305"
2024,衛生費,清掃費,清掃費,4,5,1,"27,988,654",280
2024,衛生費,保健所費,保健所費,4,6,1,"5,872,861",59
2024,衛生費,医薬費,医薬費,4,7,1,"127,112,248","1,271"
2024,労働費,労政費,労政費,5,1,1,"36,509,428",365
2024,労働費,職業訓練費,職業訓練費,5,2,1,"15,782,441",158
2024,労働費,失業対策費,失業対策費,5,3,1,0,0
2024,労働費,労働委員会費,労働委員会費,5,4,1,"583,772",6
2024,農林水産業費,農業費,農業費,6,1,1,"6,601,090",66
2024,農林水産業費,畜産業費,畜産業費,6,2,1,"1,048,448",10
2024,農林水産業費,農地費,農地費,6,3,1,"3,447,503",34
2024,農林水産業費,林業費,林業費,6,4,1,"7,268,255",73
2024,農林水産業費,水産業費,水産業費,6,5,1,"8,026,284",80
2024,商工費,商業費,商業費,7,1,1,"312,823,868","3,128"
2024,商工費,工鉱業費,工鉱業費,7,2,1,"150,106,884","1,501"
2024,商工費,観光費,観光費,7,3,1,"34,852,824",349
2024,土木費,土木管理費,土木管理費,8,1,1,"23,516,328",235
2024,土木費,道路橋りょう費,道路橋りょう費,8,2,1,"163,068,332","1,631"
2024,土木費,河川海岸費,河川海岸費,8,3,1,"57,681,374",577
2024,土木費,港湾費,港湾費,8,4,1,"69,536,009",695
2024,土木費,都市計画費,街路費,8,5,1,"151,405,218","1,514"
2024,土木費,都市計画費,公園費,8,5,2,"77,706,046",777
2024,土木費,都市計画費,下水道費,8,5,3,"189,539,863","1,895"
2024,土木費,都市計画費,区画整理費,8,5,4,"177,195,837","1,772"
2024,土木費,住宅費,住宅費,8,6,1,"143,819,159","1,438"
2024,土木費,空港費,空港費,8,7,1,"3,428,198",34
2024,警察費,警察費,警察費,9,1,1,"650,271,565","6,503"
2024,消防費,消防費,消防費,10,1,1,"262,356,909","2,624"
2024,教育費,教育総務費,教育総務費,11,1,1,"386,947,247","3,869"
2024,教育費,小学校費,小学校費,11,2,1,"344,775,303","3,448"
2024,教育費,中学校費,中学校費,11,3,1,"161,275,387","1,613"
2024,教育費,高等学校費,高等学校費,11,4,1,"174,210,050","1,742"
2024,教育費,特別支援学校費,特別支援学校費,11,5,1,"111,312,616","1,113"
2024,教育費,幼稚園費,幼稚園費,11,6,1,"176,006",2
2024,教育費,社会教育費,社会教育費,11,7,1,"9,833,534",98
2024,教育費,保健体育費,体育施設費,11,8,1,"28,675,870",287
2024,教育費,保健体育費,学校給食費,11,8,2,"24,198,069",242
2024,教育費,大学費,大学費,11,9,1,"27,195,877",272
2024,災害復旧費,農林水産施設,農地,12,1,1,0,0
2024,災害復旧費,農林水産施設,農業用施設,12,1,2,"23,628",0
2024,災害復旧費,農林水産施設,林業用施設,12,1,3,"1,361,555",14
2024,災害復旧費,農林水産施設,漁業用施設,12,1,4,0,0
2024,災害復旧費,農林水産施設,共同利用施設,12,1,5,0,0
2024,災害復旧費,農林水産施設,その他,12,1,6,0,0
2024,災害復旧費,公共土木施設,河川,12,2,1,0,0
2024,災害復旧費,公共土木施設,海岸,12,2,2,0,0
2024,災害復旧費,公共土木施設,道路,12,2,3,0,0
2024,災害復旧費,公共土木施設,港湾,12,2,4,0,0
2024,災害復旧費,公共土木施設,漁港,12,2,5,0,0
2024,災害復旧費,公共土木施設,下水道,12,2,6,0,0
2024,災害復旧費,公共土木施設,公園,12,2,7,0,0
2024,災害復旧費,公共土木施設,その他,12,2,8,0,0
2024,災害復旧費,その他,公立学校,12,3,1,0,0
2024,災害復旧費,その他,公営住宅,12,3,2,0,0
2024,災害復旧費,その他,社会福祉施設,12,3,3,0,0
2024,災害復旧費,その他,その他,12,3,4,0,0
2024,公債費,公債費,公債費,13,1,1,"441,039,073","4,410"
2024,諸支出金,普通財産取得費,普通財産取得費,14,1,1,0,0
