公金支出情報（令和　７年１２月分）,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
局名,部名,課名,支払日,会計名,款名,項名,目名,節・細節名,支払内容（件名）,支払額（円）
政策企画局,戦略広報部,戦略広報課,令和07年12月23日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7下都提供番組「東京ｲﾝﾌｫﾒｰｼｮﾝ」制作・放送委託11月,"6,768,423 "
政策企画局,戦略広報部,戦略広報課,令和07年12月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,R7下都提供番組「東京ｲﾝﾌｫﾒｰｼｮﾝ」制作・放送委託11月,"290,400 "
政策企画局,戦略広報部,戦略広報課,令和07年12月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,広報東京都点字版の製作・配布委託（単価契約）11月分,"1,553,325 "
政策企画局,戦略広報部,戦略広報課,令和07年12月23日,一般会計,総務費,政策企画費,広報広聴費,委託料,戦略広報案件管理システムライセンス提供・運用保守等,"641,300 "
政策企画局,戦略広報部,戦略広報課,令和07年12月23日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和７年度海外報道ニュースの視聴に係る支出(11月分),"660,330 "
政策企画局,戦略広報部,戦略広報課,令和07年12月23日,一般会計,総務費,政策企画費,広報広聴費,旅費　普通旅費,通帳発行手数料の支出について,"1,100 "
政策企画局,戦略広報部,戦略広報課,令和07年12月25日,一般会計,総務費,政策企画費,広報広聴費,役務費,令和7年度労働者派遣（単価契約）に係る支出（11月）,"1,249,128 "
政策企画局,戦略広報部,戦略広報課,令和07年12月25日,一般会計,総務費,政策企画費,広報広聴費,報償費,法律相談の実施について,"613,800 "
政策企画局,戦略広報部,戦略広報課,令和07年12月25日,一般会計,総務費,政策企画費,広報広聴費,役務費,法律相談の実施について,330 
政策企画局,戦略広報部,戦略広報課,令和07年12月25日,一般会計,総務費,政策企画費,広報広聴費,役務費,１２月分  公共料金支払,"8,012 "
政策企画局,戦略広報部,戦略広報課,令和07年12月25日,一般会計,総務費,政策企画費,広報広聴費,役務費,１２月分  公共料金支払,"3,634 "
政策企画局,戦略広報部,戦略広報課,令和07年12月26日,一般会計,総務費,政策企画費,広報広聴費,委託料,令和７年度広報施策に係る定量調査実施委託,"781,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月26日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7手話通訳業務委託に伴う支出（11月分）,"64,900 "
政策企画局,戦略広報部,戦略広報課,令和07年12月26日,一般会計,総務費,政策企画費,広報広聴費,役務費,R7会見等に係る動画字幕修正等業務委託経費支出(11月),"154,000 "
政策企画局,戦略広報部,戦略広報課,令和07年12月26日,一般会計,総務費,政策企画費,広報広聴費,使用料及賃借料,デジタルサイネージの賃借,"37,950 "
政策企画局,戦略広報部,戦略広報課,令和07年12月26日,一般会計,総務費,政策企画費,広報広聴費,役務費,デジタルサイネージの賃借,"45,650 "
政策企画局,戦略広報部,報道課,令和07年12月01日,一般会計,総務費,政策企画費,広報広聴費,役務費,都知事記者会見手話通訳業務に係る支出（１０月分）,"263,340 "
政策企画局,戦略広報部,報道課,令和07年12月03日,一般会計,総務費,政策企画費,広報広聴費,需用費　一般需用費,日刊紙の購読,"107,460 "
